DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,WEALTH_QUINTILE:Wealth Quintile,SERIES_NAME:Series Name,SERIES_YEAR:Series Year,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,REGIONAL_GROUP:Regional group,COUNTRY_NOTES:Country notes,CONNECTION:Connection,DEATH_CATEGORY:Death category,CATEGORY:Category,OBS_STATUS:Observation Status,UNIT_MEASURE:Unit of measure,SERIES_CATEGORY:Series Category,SERIES_TYPE:Series Type,STD_ERR:Standard Error,REF_DATE:Reference Date,AGE_GROUP_OF_WOMEN:Age Group of Women,TIME_SINCE_FIRST_BIRTH:Time Since First Birth,DEFINITION:Definition,INTERVAL:Interval,SERIES_METHOD:Series Method,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,STATUS:Status,YEAR_TO_ACHIEVE:Year to achieve,MODEL:Model Used
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,1982-06,12.5712608985849,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,1982.5,,,,1,,12.2928272535681,12.8592377336878,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,1983-06,11.9438270532163,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,1983.5,,,,1,,11.6809685477229,12.222628927703,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,1984-06,11.3162513808303,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,1984.5,,,,1,,11.0490810051822,11.5970102687043,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,1985-06,10.6833452193729,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,1985.5,,,,1,,10.4288799679253,10.944982506609,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,1986-06,10.0535979704455,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,1986.5,,,,1,,9.79640586370291,10.3132754600764,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,1987-06,9.43249133974696,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,1987.5,,,,1,,9.1896330698342,9.68338663062782,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,1988-06,8.8682489730199,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,1988.5,,,,1,,8.6197227953323,9.11129665229781,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,1989-06,8.40268668334998,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,1989.5,,,,1,,8.15795058882525,8.64149459041308,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,1990-06,8.02592681724121,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,1990.5,,,,1,,7.80878550433833,8.24972890798865,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,1991-06,7.65153798920086,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,1991.5,,,,1,,7.43386087723061,7.88228803717924,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,1992-06,7.20704606714548,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,1992.5,,,,1,,6.99956630985647,7.42690359673187,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,1993-06,6.7024508252765,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,1993.5,,,,1,,6.51024567289441,6.90789572717985,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,1994-06,6.18755099867537,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,1994.5,,,,1,,6.00002051285342,6.38357167197224,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,1995-06,5.70617602496938,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,1995.5,,,,1,,5.52745559059598,5.89019328894949,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,1996-06,5.30420001746119,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,1996.5,,,,1,,5.11548815219303,5.49184258369346,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,1997-06,5.00733216163194,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,1997.5,,,,1,,4.82671626619572,5.18630640861061,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,1998-06,4.80894127181422,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,1998.5,,,,1,,4.63361201885434,4.9844169389023,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,1999-06,4.67958454360116,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,1999.5,,,,1,,4.51044548584029,4.85225121594797,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,2000-06,4.59315140430167,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,2000.5,,,,1,,4.42888076586665,4.76466587709078,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,2001-06,4.52053877092119,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,2001.5,,,,1,,4.35407981908566,4.70016449969026,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,2002-06,4.43816844898891,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,2002.5,,,,1,,4.27299821689678,4.61603555283739,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,2003-06,4.33480180907176,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,2003.5,,,,1,,4.17540351912738,4.50634372394786,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,2004-06,4.20878354424212,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,2004.5,,,,1,,4.0509409473416,4.37342832237478,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,2005-06,4.06952549577477,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,2005.5,,,,1,,3.91562172228807,4.22410878831836,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,2006-06,3.93946200847309,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,2006.5,,,,1,,3.78209562682937,4.09899300332747,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,2007-06,3.84263689556384,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,2007.5,,,,1,,3.6886530186844,3.99272790182719,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,2008-06,3.7680458723018,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,2008.5,,,,1,,3.61875584838381,3.9138001190446,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,2009-06,3.68507873237983,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,2009.5,,,,1,,3.54066923596792,3.83452222957797,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,2010-06,3.58418236981825,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,2010.5,,,,1,,3.44795512442492,3.73235483560608,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,2011-06,3.4673483743875,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,2011.5,,,,1,,3.33314102706312,3.6141316886557,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,2012-06,3.3376925435411,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,2012.5,,,,1,,3.20779553428577,3.47665879063767,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,2013-06,3.20961373838281,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,2013.5,,,,1,,3.0782402674335,3.34307986900882,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,2014-06,3.1007241612813,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,2014.5,,,,1,,2.96640389563393,3.23252029073838,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,2015-06,3.02059923938787,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,2015.5,,,,1,,2.89304823616323,3.14567877657404,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,2016-06,2.96503783560437,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,2016.5,,,,1,,2.83454785689658,3.09185710284301,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,2017-06,2.93330916962059,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,2017.5,,,,1,,2.80954745087374,3.05799076817702,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,2018-06,2.92407259763866,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,2018.5,,,,1,,2.79888538876877,3.05165693890398,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,2019-06,2.93681397292251,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,2019.5,,,,1,,2.7930093833625,3.08632423715197,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,2020-06,2.96582429263873,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,2020.5,,,,1,,2.7621523688392,3.18644196675928,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,26: UNPD Demographic Yearbook Data 2020 version (VR),2020: 2020,1950-06,73.30812563,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.872155376,1950.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,26: UNPD Demographic Yearbook Data 2020 version (VR),2020: 2020,1951-06,65.88235294,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.818068979,1951.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,26: UNPD Demographic Yearbook Data 2020 version (VR),2020: 2020,1952-06,55.91090226,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.738485264,1952.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,26: UNPD Demographic Yearbook Data 2020 version (VR),2020: 2020,1953-06,52.38112239,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.701399763,1953.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,26: UNPD Demographic Yearbook Data 2020 version (VR),2020: 2020,1954-06,49.19363764,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.66782213,1954.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1955-06,46.3843724,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.637855035,1955.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1956-06,44.4592711,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.614937621,1956.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1957-06,44.55760662,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.606899392,1957.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1958-06,40.79118495,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.573156301,1958.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1959-06,40.42301254,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.563962342,1959.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1960-06,37.67905923,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.546965029,1960.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1961-06,33.74864088,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.506478786,1961.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1962-06,32.977323,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.497472641,1962.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1963-06,31.40095,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.482627373,1963.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1964-06,29.1098833,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.466364674,1964.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1965-06,27.82455606,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.462774511,1965.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1966-06,27.90899041,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.465897542,1966.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1967-06,26.29083632,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.454266456,1967.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1968-06,25.38701595,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.448665273,1968.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1969-06,24.95554617,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.453435314,1969.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1970-06,24.87230279,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.470615456,1970.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1971-06,25.80438237,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.487654069,1971.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1972-06,24.72190217,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.487478404,1972.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1973-06,23.10256209,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.485429547,1973.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1974-06,23.37440477,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.489805806,1974.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1975-06,20.01384135,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.462022765,1975.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1976-06,17.46065325,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.446848464,1976.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1977-06,16.46545401,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.438593971,1977.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1978-06,14.81162371,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.416454265,1978.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1979-06,14.63583873,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.41160638,1979.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUT: Austria,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1980-06,14.51443479,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.399654789,1980.5,,,,1,VR: Vital Registration,,,,,
